20217905,-1,-1
20226869,-1,-1
20228591,-1,-1
20228589,-1,-1
20228586,-1,-1
20228462,-1,-1
20228300,-1,-1
20228532,-1,-1
20228203,-1,-1
20209185,6.0,7.25
20205106,-1,-1
20228276,-1,-1
20211565,-1,-1
20228429,-1,-1
20228347,-1,-1
20228439,-1,-1
20228304,-1,-1
20228437,-1,6.0
20227225,5.0,6.4
20211562,-1,-1
20228565,-1,-1
20212851,-1,-1
20211031,-1,-1
20217161,-1,-1
20228573,-1,-1
20225857,-1,-1
20228410,-1,-1
20227151,-1,-1
20227553,-1,-1
20224758,-1,-1
20224462,-1,-1
20223609,-1,-1
20227525,-1,-1
20224442,-1,-1
20223517,-1,-1
20219997,-1,-1
20227628,-1,-1
20218593,-1,-1
20224105,-1,-1
20227555,-1,-1
20228572,-1,-1
20212353,-1,-1
20212378,-1,-1
20228571,-1,-1
20227280,-1,-1
20227527,-1,-1
20216580,-1,-1
20227550,-1,-1
20228297,-1,-1
20224252,-1,-1
20228561,-1,-1
20227924,-1,-1
20226118,-1,-1
20227891,-1,-1
20212393,-1,-1
20212430,-1,-1
20228560,-1,-1
20228535,-1,-1
20224475,-1,-1
20227650,-1,-1
20227654,-1,-1
20228309,-1,-1
20225825,-1,-1
20227676,-1,-1
20228210,-1,-1
20227677,-1,-1
20227521,-1,-1
20228557,-1,-1
20227528,-1,-1
20228556,7.75,8.15
20204541,-1,-1
20227397,-1,-1
20226739,6.0,7.96
20223819,-1,-1
20226771,7.0,7.2700000000000005
20227681,-1,-1
20226820,6.75,-1
20227508,-1,7.63
20198429,6.4,8.19
20228277,-1,-1
20228555,-1,-1
20225968,-1,-1
20225061,-1,-1
20228254,-1,-1
20227754,6.0,-1
20217126,5.67,10.0
20227784,5.0,6.74
20228357,-1,6.5
20211546,8.0,8.29
20228554,-1,-1
20228548,8.0,7.7700000000000005
20228547,7.6899999999999995,7.84
20228553,-1,-1
20228552,8.0,8.31
20228298,6.8,8.239999999999998
20228546,7.0,8.59
20225409,-1,-1
20212403,-1,-1
20211545,-1,-1
20211561,-1,-1
20224492,-1,-1
20227657,-1,-1
20227551,-1,-1
20228527,-1,-1
20227678,-1,-1
20225870,-1,-1
20211543,-1,-1
20214823,-1,-1
20228523,-1,-1
20228531,-1,-1
20228190,-1,-1
20223740,-1,-1
20212267,-1,-1
20228418,-1,-1
20217433,-1,-1
20228515,-1,-1
20228340,-1,-1
20228351,-1,8.0
20228508,-1,-1
20227101,5.75,6.0
20226254,6.109999999999999,7.57
20228514,-1,-1
20228507,-1,-1
20228506,-1,-1
20228513,-1,-1
20228505,-1,-1
20228504,-1,-1
20228503,-1,-1
20228512,-1,-1
20228511,-1,-1
20228502,-1,-1
20228501,-1,-1
20228421,-1,-1
20227412,-1,-1
20228467,-1,9.11
20212376,-1,-1
20212507,-1,-1
20201024,-1,-1
20228365,-1,-1
20227791,-1,-1
20225314,-1,-1
20226572,-1,-1
20226426,-1,-1
20210848,-1,-1
20216645,-1,-1
20211570,-1,-1
20227925,-1,-1
20228308,-1,-1
20228230,-1,-1
20227885,-1,-1
20227751,5.0,8.28
20228492,-1,-1
20228491,-1,-1
20228461,-1,-1
20228490,-1,-1
20228126,-1,-1
20210364,-1,-1
20198461,6.25,7.91
20228470,-1,-1
20227461,-1,-1
20228371,-1,-1
20228438,-1,-1
20228247,-1,-1
20228313,-1,-1
20227445,-1,-1
20227122,-1,-1
20228155,-1,-1
20226289,-1,-1
20228368,-1,-1
20206946,-1,-1
20228454,-1,-1
20210708,-1,-1
20227629,6.91,7.5
20204422,-1,-1
20225126,-1,-1
20228436,-1,-1
20228428,-1,-1
20228427,-1,-1
20228426,-1,-1
20228435,-1,-1
20228425,-1,-1
20228424,-1,-1
20228434,-1,-1
20228423,-1,-1
20228422,-1,-1
20228433,-1,-1
20228432,-1,-1
20228420,-1,-1
20228419,-1,-1
20228431,-1,-1
20228430,-1,-1
20228417,-1,-1
20228409,-1,-1
20228408,-1,-1
20228407,-1,-1
20228416,-1,-1
20224460,-1,-1
20228406,-1,-1
20228405,-1,-1
20228415,-1,-1
20228414,-1,-1
20228413,-1,-1
20228412,-1,-1
20228411,-1,-1
20228404,-1,-1
20228389,-1,-1
20228388,-1,-1
20228403,-1,-1
20227376,-1,-1
20227928,6.0,8.25
20228400,-1,-1
20228372,-1,-1
20212442,7.67,5.52
20204664,6.0,-1
20225881,-1,-1
20228062,-1,7.0
20228367,-1,-1
20224759,8.0,9.0
20228370,-1,-1
20228366,-1,-1
20228349,-1,-1
20227504,-1,-1
20226585,8.5,7.970000000000001
20228174,-1,-1
20217027,6.75,7.18
20226806,3.3299999999999996,10.0
20227637,-1,4.0
20227797,-1,-1
20227913,-1,5.0
20228348,-1,-1
20224863,-1,-1
20224706,-1,-1
20225824,-1,-1
20225879,-1,-1
20228358,-1,-1
20213016,-1,-1
20227446,-1,-1
20228342,-1,-1
20228029,-1,-1
20212665,-1,-1
20217769,7.0,7.3
20228310,-1,-1
20228246,-1,-1
20219309,-1,-1
20211567,6.8,9.0
20227887,-1,8.33
20228046,8.0,8.31
20228311,-1,-1
20211242,5.2,7.67
20228341,-1,-1
20216003,-1,-1
20216626,-1,-1
20228334,-1,-1
20228354,-1,-1
20228335,-1,-1
20227762,-1,-1
20211542,7.0,8.5
20226690,-1,-1
20228350,-1,-1
20228161,-1,-1
20227638,-1,-1
20227227,-1,-1
20227520,-1,-1
20226726,7.0,9.0
20215315,-1,-1
20227910,-1,-1
20228045,-1,-1
20217181,-1,-1
20223105,-1,-1
20226877,6.0,6.31
20216056,-1,-1
20208101,7.0,6.76
20227066,-1,-1
20225818,-1,-1
20225837,-1,-1
20225838,-1,-1
20225772,-1,-1
20228245,-1,-1
20225829,-1,-1
20228154,-1,-1
20227040,-1,-1
20227298,-1,-1
20227987,6.0,10.0
20227130,-1,-1
20224819,6.79,9.12
20224710,-1,-1
20227319,-1,-1
20227452,-1,-1
20227693,-1,-1
20227305,-1,-1
20209929,-1,-1
20228296,6.4,8.639999999999999
20228268,-1,-1
20223910,-1,-1
20212360,-1,-1
20227653,-1,-1
20228264,-1,-1
20228263,-1,-1
20219628,5.75,7.04
20228261,-1,6.0
20228271,-1,-1
20228270,-1,-1
20228258,-1,-1
20228249,6.67,8.53
20228257,7.8,8.2
20228256,5.33,7.5
20228182,-1,-1
20228181,-1,-1
20198317,5.67,8.350000000000001
20227514,-1,-1
20212008,-1,-1
20223653,-1,-1
20224463,-1,-1
20228030,-1,-1
20200566,6.5,8.34
20227756,-1,-1
20227073,7.5,7.6
20226773,-1,-1
20226798,8.33,8.78
20227947,-1,-1
20224598,-1,-1
20227451,5.0,6.0
20227665,-1,10.0
20227111,-1,10.0
20227728,-1,8.44
20228250,-1,-1
20228242,-1,-1
20228207,-1,-1
20228206,-1,-1
20228204,-1,-1
