20217905	2
20226869	0
20228610	3
20228591	3
20228590	3
20228589	3
20228569	3
20228588	3
20228568	3
20228587	3
20228586	0
20228462	13
20228300	2
20228532	2
20228203	0
20209185	3
20205106	1
20228276	3
20211565	20
20228429	18
20228347	18
20228381	3
20228383	3
20228439	18
20228382	3
20228304	18
20228398	3
20228437	18
20227225	6
20211562	3
20228567	0
20228585	0
20228584	0
20228583	0
20228582	0
20228581	0
20228566	0
20228580	0
20228577	0
20228576	0
20228565	0
20212851	0
20211031	3
20217161	0
20228573	20
20225857	1
20228410	0
20227151	15
20227553	20
20224758	20
20224462	20
20223609	20
20227525	20
20224442	0
20223517	0
20219997	0
20227628	0
20218593	14
20224105	20
20227555	14
20228572	20
20212353	15
20212378	15
20228571	15
20227280	20
20227527	0
20216580	0
20227550	20
20228570	20
20228297	8
20224252	0
20228561	15
20227924	0
20226118	14
20227891	7
20212393	20
20212430	15
20228560	20
20228535	20
20224475	20
20227650	20
20227654	15
20228558	20
20228309	14
20225825	20
20227676	15
20228210	0
20227677	15
20227521	7
20228557	0
20227528	20
20228556	20
20204541	15
20227397	10
20226739	14
20223819	10
20226771	14
20227681	15
20226820	20
20227508	20
20198429	8
20228277	4
20228555	14
20225968	0
20225061	2
20228254	0
20227754	1
20217126	0
20227784	3
20228357	14
20211546	0
20228554	11
20228548	0
20228547	0
20228553	0
20228552	0
20228298	0
20228546	0
20228551	0
20225409	0
20212403	0
20228545	20
20228550	15
20228544	20
20228543	20
20228542	15
20228541	20
20228540	20
20228539	20
20211545	0
20211561	15
20224492	20
20228538	3
20228529	3
20227657	15
20228537	3
20228528	3
20228536	3
20227551	20
20228527	18
20228526	18
20227678	15
20225870	9
20211543	0
20214823	2
20228523	15
20228531	0
20228522	20
20228521	20
20228520	20
20228530	20
20228190	14
20223740	0
20228519	20
20228518	20
20228517	20
20228516	20
20228509	20
20212267	5
20228418	15
20217433	0
20228515	15
20228340	19
20228351	19
20228508	14
20227101	11
20226254	2
20228514	0
20228507	15
20228506	0
20228513	0
20228505	14
20228504	20
20228503	0
20228512	0
20228511	0
20228502	20
20228501	15
20227775	20
20227900	20
20228421	0
20227412	10
20228469	20
20228497	20
20228468	20
20228467	2
20228496	20
20212376	0
20212507	0
20201024	2
20228466	20
20228495	20
20228494	20
20228465	20
20228464	20
20228493	20
20228463	20
20228365	1
20227791	15
20225314	0
20226572	4
20226426	8
20210848	14
20216645	0
20211570	20
20227925	14
20228308	14
20228230	0
20227885	5
20227751	0
20228321	3
20228331	3
20228330	3
20228320	3
20228322	3
20228492	20
20228491	20
20228461	20
20228490	15
20228471	3
20228459	0
20228126	3
20210364	0
20198461	0
20228470	19
20227461	0
20228371	0
20228438	0
20228247	0
20228313	3
20227445	14
20227122	3
20228155	3
20226289	18
20228368	10
20206946	0
20228454	2
20228451	3
20228450	3
20228440	3
20210708	15
20227629	0
20204422	0
20225126	0
20228436	0
20228428	0
20228427	20
20228426	0
20228435	20
20228425	20
20228424	20
20228434	20
20228423	0
20228422	0
20228433	0
20228432	0
20228420	0
20228419	0
20228431	0
20228430	0
20228417	0
20228409	20
20228408	20
20228407	20
20228416	20
20224460	20
20228406	0
20228405	0
20228415	3
20228414	2
20228413	20
20228412	15
20228411	0
20228404	0
20228389	15
20228388	14
20228403	0
20227376	15
20227928	15
20228323	18
20228387	20
20228386	20
20228385	3
20228384	3
20228400	3
20228399	3
20228380	20
20228395	20
20228375	20
20228373	15
20228372	18
20228391	3
20228390	3
20212442	15
20204664	0
20225881	0
20228062	8
20228367	2
20224759	15
20228370	2
20228366	0
20228349	0
20227504	3
20226585	0
20228174	19
20217027	4
20226806	2
20227637	14
20227797	0
20227913	9
20228348	20
20228364	15
20224863	0
20224706	0
20225824	4
20225879	1
20228358	20
20213016	8
20227446	0
20228342	4
20228029	2
20212665	3
20217769	0
20228310	3
20228246	2
20219309	11
20211567	15
20227887	2
20228046	0
20228311	17
20211242	0
20228341	3
20212346	0
20216003	0
20216626	0
20228334	19
20228354	18
20228335	18
20227762	4
20211542	0
20226690	2
20228350	19
20228161	2
20227638	19
20227227	3
20227520	0
20224730	3
20226726	14
20215315	20
20228319	3
20228307	3
20228306	3
20228318	3
20228305	3
20227910	6
20228045	6
20217181	20
20223105	17
20226877	5
20216056	0
20208101	0
20227066	0
20225818	10
20225837	0
20225838	0
20225772	10
20228245	2
20225829	10
20227896	18
20228154	3
20227040	3
20227298	3
20227987	3
20227130	18
20224819	3
20224710	3
20227319	3
20227452	19
20227693	3
20227305	3
20209929	0
20228278	3
20228296	3
20228295	3
20228268	1
20228267	20
20228266	20
20228265	20
20228272	20
20223910	0
20212360	0
20227653	0
20228264	20
20228263	1
20219628	1
20228262	20
20228261	0
20228271	0
20228260	0
20228270	0
20228259	0
20228258	0
20228249	0
20228257	20
20228256	20
20228182	18
20228176	18
20228181	18
20198317	17
20227514	4
20212008	3
20223653	20
20224463	4
20228030	14
20200566	0
20227756	2
20227073	14
20226773	15
20226798	2
20227947	0
20224598	3
20227451	1
20227665	19
20227111	14
20227728	14
20228250	0
20228242	2
20228208	3
20228207	3
20228240	3
20228206	3
20228204	3
20196478	0
20216644	6
20216643	2
20228239	15
20224717	0
20226558	14
20227753	1
20227722	15
20228105	3
20228238	20
20228236	7
20228235	20
20227265	20
20225011	20
20228234	2
20225237	14
20228231	0
20228028	5
20228110	20
20217624	0
20211566	0
20228222	20
20228201	20
20228221	20
20228220	20
20228219	20
20228218	20
20228217	20
20200307	0
20228200	20
20228199	20
20228215	20
20228198	20
20228214	20
20223948	0
20228213	20
20223526	0
20223201	20
20228197	20
20228212	20
20228211	20
20228196	20
20228195	2
20228194	20
20228193	20
20228192	20
20228191	20
20224723	15
20228090	2
20227112	18
20227880	3
20227878	3
20227776	1
20228108	3
20228106	3
20228164	0
20228175	0
20228163	0
20228160	15
20228173	20
20228159	20
20228158	20
20228157	20
20223949	0
20227806	15
20224726	20
20212536	20
20228172	11
20228156	2
20228151	3
20228171	20
20228153	0
20226584	0
20228170	20
20228152	0
20218904	0
20219310	0
20209297	15
20226886	2
20226500	1
20200523	15
20224314	3
20226779	4
20206257	0
20209654	5
20210611	0
20225776	0
20201473	0
20228107	15
20228109	15
20228125	15
20228124	15
20228104	15
20228103	15
20228123	15
20228102	15
20228122	15
20228101	15
20228120	15
20212391	15
20227857	14
20227462	4
20209349	0
20227886	4
20207662	0
20218656	3
20211941	20
20227687	15
20228118	0
20228099	15
20228097	0
20228114	4
20228096	3
20209343	2
20228095	0
20201080	0
20228069	3
20228063	1
20227863	9
20227570	0
20228080	0
20226679	14
20200155	15
20193450	2
20228059	20
20228058	3
20228057	20
20228056	20
20228055	20
20228074	20
20228073	20
20228054	20
20228072	20
20228071	20
20228053	20
20228070	20
20228052	20
20228051	20
20225843	17
20225508	15
20227652	19
20201875	1
20225124	15
20227455	3
20227861	3
20217124	0
20226315	18
20227860	3
20227136	3
20227636	6
20228027	14
20228026	14
20228025	14
20228024	14
20228023	14
20228042	14
20228022	14
20228041	14
20228021	14
20228040	14
20228020	14
20228019	14
20210847	14
20228018	14
20228039	14
20217948	14
20228017	14
20228036	14
20228016	14
20228015	14
20228035	14
20228034	14
20228014	14
20228033	14
20228032	14
20228031	14
20228013	14
20228012	0
20226220	0
20227711	18
20227801	20
20209132	0
20226670	14
20226453	0
20228011	20
20219850	0
20218459	4
20203482	0
20201698	1
20227352	0
20227996	0
20227986	0
20227995	0
20227985	0
20227984	20
20225861	5
20216224	1
20227964	20
20227932	20
20227309	0
20227961	20
20227960	20
20227959	20
20227958	20
20227945	20
20227957	20
20227956	0
20227994	20
20227993	20
20227983	20
20227982	20
20227992	20
20227981	20
20227991	20
20227980	20
20227990	20
20227979	20
20227278	0
20227090	3
20226891	4
20227358	14
20227978	20
20227969	20
20227977	20
20227968	20
20227976	20
20227967	20
20227975	20
20227974	20
20227973	20
20227966	15
20227972	20
20227971	20
20227970	20
20227965	20
20227949	20
20227963	20
20227948	20
20227962	20
20225629	16
20227394	0
20227943	20
20227955	20
20227942	20
20227954	20
20227953	20
20227941	20
20227952	20
20227951	20
20227940	20
20227950	0
20227939	20
20227938	20
20227937	20
20227909	20
20227936	20
20227935	20
20227934	20
20227933	20
20227908	20
20227409	18
20227606	3
20227615	3
20227616	3
20227931	20
20225807	3
20227929	20
20227907	15
20227607	3
20227906	15
20209515	0
20227658	15
20227266	15
20227926	20
20227338	3
20227304	6
20227633	3
20227621	3
20227632	3
20227905	1
20227923	20
20227904	20
20227922	20
20227903	20
20227921	20
20227902	20
20227901	20
20227920	20
20227899	20
20227919	20
20227918	20
20227917	20
20227898	20
20227916	20
20227656	15
20227897	20
20227895	20
20227914	0
20227912	15
20227894	20
20227911	20
20227893	4
20224693	2
20223108	14
20223784	14
20227889	0
20212785	1
20211341	8
20211328	13
20210933	4
20203863	0
20227890	14
20210620	0
20201761	0
20227497	10
20201268	14
20227470	19
20227619	3
20227620	3
20227631	3
20227618	3
20227617	3
20227609	3
20227630	3
20227608	3
20227862	2
20227884	20
20227883	20
20227859	20
20227881	20
20227879	20
20227877	20
20227876	3
20227875	20
20227874	20
20227854	20
20227829	20
20227828	20
20227851	20
20227850	20
20227827	20
20227826	15
20225729	5
20227582	18
20227835	15
20227825	15
20225185	15
20227824	20
20225891	3
20227834	0
20212407	15
20210029	0
20227823	15
20227697	14
20227822	20
20227821	15
20227832	20
20227820	15
20227831	20
20227819	15
20217826	1
20227830	15
20227809	15
20227808	15
20227818	20
20227807	15
20227817	15
20227816	15
20227815	15
20227804	15
20227814	20
20227803	15
20223596	15
20227802	15
20207566	15
20210619	3
20227796	4
20202254	15
20227612	0
20227795	15
20227787	15
20227794	15
20227793	15
20227792	15
20223985	20
20211049	20
20223911	20
20223759	20
20200391	0
20227786	20
20193507	0
20227790	20
20216491	0
20227769	20
20227768	15
20227767	20
20227785	20
20227766	20
20227783	20
20227765	20
20227764	20
20227763	20
20211472	2
20227782	20
20227781	14
20227780	14
20227761	14
20227779	14
20227778	20
20227760	20
20227777	20
20227759	20
20227774	20
20227773	20
20227758	20
20227757	20
20227772	20
20227771	20
20227755	20
20227770	20
20225521	0
20227729	0
20226431	0
20227506	15
20227308	2
20227438	18
20227408	18
20226882	6
20227690	15
20212351	15
20227752	20
20219457	0
20219820	15
20227750	14
20227674	3
20227560	3
20227707	4
20226800	0
20227296	3
20227065	3
20225564	3
20225576	3
20227295	3
20227447	3
20226994	3
20227625	3
20227357	18
20227314	3
20224386	18
20224971	14
20225723	2
20227402	3
20224364	3
20226461	3
20226450	3
20226421	18
20227004	3
20227379	3
20226894	2
20226564	9
20224985	3
20225255	16
20224834	3
20226286	18
20226583	11
20226449	3
20227736	3
20227735	0
20227734	0
20227733	0
20227727	0
20227732	0
20227726	3
20227731	3
20227725	3
20227730	3
2022A912	11
20223456	5
2022A441	2
20227706	6
2022A707	0
2022A762	0
2022A699	0
2022A421	0
20227721	20
20227705	20
20227720	20
20227704	20
20227703	20
20227702	14
20227701	15
20227700	20
20225531	15
20227699	15
20227719	15
20225209	15
20227718	15
20227717	3
20227716	3
20227698	18
20227714	18
20227696	18
20227713	15
20227695	0
20227712	0
20227694	0
20227710	15
20227692	15
20227691	15
20227689	15
20227669	20
20227668	15
20227667	15
20227688	15
20227686	20
20227685	15
20227666	15
20227684	20
20226754	2
20226770	6
20215464	15
20216476	8
20210781	20
20227664	15
20227663	15
20227683	15
20227662	15
20227661	15
20227682	15
20227660	15
20204694	0
20227659	15
20223646	20
20227680	0
20227655	15
20227679	15
20227675	2
20227673	5
20227672	0
20227671	14
20227670	6
20227651	20
20227627	15
20215601	2
20227561	5
20227626	0
20226777	14
20227605	3
20227604	3
20227614	3
20209870	0
20225882	20
20210873	14
20210965	3
20227392	19
20211244	15
20226884	20
20227600	20
20227601	20
20227611	20
20227610	20
20227599	20
20227589	20
20227588	20
20227587	20
20227586	20
20227585	20
20193128	15
20227598	15
20227597	20
20227584	20
20226529	20
20227583	20
20227596	20
20227574	9
20227575	14
20227590	20
20227373	2
20227573	20
20227558	0
20227559	20
20227572	20
20227557	0
20227552	20
20227523	0
20210458	0
20227367	3
20227223	18
20227125	18
20227381	3
20227124	18
20227138	18
20227380	3
20227533	6
20227517	0
20227516	0
20226799	2
20227531	20
20227226	20
20226823	6
20211596	4
20201046	2
20227364	3
20227365	3
20227372	3
20209137	0
20223611	6
20227510	0
20227503	0
20227502	0
20227469	0
20227182	2
20227501	0
20227500	0
20227468	0
20227467	0
20227499	0
20226215	0
20216638	1
20208190	0
20212585	15
20227498	0
20212173	0
20209638	20
20209136	15
20208831	15
20202090	0
20202283	14
20206934	0
20200830	14
20208167	0
20204704	0
20215684	1
20209290	3
20206832	15
20201695	9
20227495	0
20226957	11
20227458	0
20227456	0
20227490	0
20226735	14
20227366	14
20217160	0
20226751	14
20227370	3
20227349	3
20227348	3
20227371	3
20227476	20
