20217905	-0.01	-0.01
20226869	-0.01	-0.01
20228591	-0.01	-0.01
20228589	-0.01	-0.01
20228586	-0.01	-0.01
20228462	-0.01	-0.01
20228300	-0.01	-0.01
20228532	-0.01	-0.01
20228203	-0.01	-0.01
20209185	0.25	0.75
20205106	-0.01	-0.01
20228276	-0.01	-0.01
20211565	-0.01	-0.01
20228429	-0.01	-0.01
20228347	-0.01	-0.01
20228439	-0.01	-0.01
20228304	-0.01	-0.01
20228437	0.8	0.2
20227225	0.4	0.6
20211562	-0.01	-0.01
20228565	-0.01	-0.01
20212851	-0.01	-0.01
20211031	-0.01	-0.01
20217161	-0.01	-0.01
20228573	-0.01	-0.01
20225857	-0.01	-0.01
20228410	-0.01	-0.01
20227151	-0.01	-0.01
20227553	-0.01	-0.01
20224758	-0.01	-0.01
20224462	-0.01	-0.01
20223609	-0.01	-0.01
20227525	-0.01	-0.01
20224442	-0.01	-0.01
20223517	-0.01	-0.01
20219997	-0.01	-0.01
20227628	-0.01	-0.01
20218593	-0.01	-0.01
20224105	-0.01	-0.01
20227555	-0.01	-0.01
20228572	-0.01	-0.01
20212353	-0.01	-0.01
20212378	-0.01	-0.01
20228571	-0.01	-0.01
20227280	-0.01	-0.01
20227527	-0.01	-0.01
20216580	-0.01	-0.01
20227550	-0.01	-0.01
20228297	-0.01	-0.01
20224252	-0.01	-0.01
20228561	-0.01	-0.01
20227924	-0.01	-0.01
20226118	-0.01	-0.01
20227891	-0.01	-0.01
20212393	-0.01	-0.01
20212430	-0.01	-0.01
20228560	-0.01	-0.01
20228535	-0.01	-0.01
20224475	-0.01	-0.01
20227650	-0.01	-0.01
20227654	-0.01	-0.01
20228309	-0.01	-0.01
20225825	-0.01	-0.01
20227676	-0.01	-0.01
20228210	-0.01	-0.01
20227677	-0.01	-0.01
20227521	-0.01	-0.01
20228557	-0.01	-0.01
20227528	-0.01	-0.01
20228556	0.42	0.58
20204541	-0.01	-0.01
20227397	-0.01	-0.01
20226739	0.37	0.63
20223819	-0.01	-0.01
20226771	0.09	0.91
20227681	-0.01	-0.01
20226820	-0.01	-0.01
20227508	0.21	0.79
20198429	0.39	0.61
20228277	-0.01	-0.01
20228555	-0.01	-0.01
20225968	-0.01	-0.01
20225061	-0.01	-0.01
20228254	-0.01	-0.01
20227754	-0.01	-0.01
20217126	0.67	0.33
20227784	0.38	0.62
20228357	0	1
20211546	0.29	0.71
20228554	-0.01	-0.01
20228548	0.51	0.49
20228547	0.49	0.51
20228553	-0.01	-0.01
20228552	0.56	0.44
20228298	0.58	0.42
20228546	0.13	0.87
20225409	-0.01	-0.01
20212403	-0.01	-0.01
20211545	-0.01	-0.01
20211561	-0.01	-0.01
20224492	-0.01	-0.01
20227657	-0.01	-0.01
20227551	-0.01	-0.01
20228527	-0.01	-0.01
20227678	-0.01	-0.01
20225870	-0.01	-0.01
20211543	-0.01	-0.01
20214823	-0.01	-0.01
20228523	-0.01	-0.01
20228531	-0.01	-0.01
20228190	-0.01	-0.01
20223740	-0.01	-0.01
20212267	-0.01	-0.01
20228418	-0.01	-0.01
20217433	-0.01	-0.01
20228515	-0.01	-0.01
20228340	-0.01	-0.01
20228351	0	1
20228508	-0.01	-0.01
20227101	1	0
20226254	0.46	0.54
20228514	-0.01	-0.01
20228507	-0.01	-0.01
20228506	-0.01	-0.01
20228513	-0.01	-0.01
20228505	-0.01	-0.01
20228504	-0.01	-0.01
20228503	-0.01	-0.01
20228512	-0.01	-0.01
20228511	-0.01	-0.01
20228502	-0.01	-0.01
20228501	-0.01	-0.01
20228421	-0.01	-0.01
20227412	-0.01	-0.01
20228467	0.29	0.71
20212376	-0.01	-0.01
20212507	-0.01	-0.01
20201024	-0.01	-0.01
20228365	-0.01	-0.01
20227791	-0.01	-0.01
20225314	-0.01	-0.01
20226572	-0.01	-0.01
20226426	-0.01	-0.01
20210848	-0.01	-0.01
20216645	-0.01	-0.01
20211570	-0.01	-0.01
20227925	-0.01	-0.01
20228308	-0.01	-0.01
20228230	-0.01	-0.01
20227885	-0.01	-0.01
20227751	0.28	0.72
20228492	-0.01	-0.01
20228491	-0.01	-0.01
20228461	-0.01	-0.01
20228490	-0.01	-0.01
20228126	-0.01	-0.01
20210364	-0.01	-0.01
20198461	0.4	0.6
20228470	-0.01	-0.01
20227461	-0.01	-0.01
20228371	-0.01	-0.01
20228438	-0.01	-0.01
20228247	-0.01	-0.01
20228313	-0.01	-0.01
20227445	-0.01	-0.01
20227122	-0.01	-0.01
20228155	-0.01	-0.01
20226289	-0.01	-0.01
20228368	-0.01	-0.01
20206946	-0.01	-0.01
20228454	-0.01	-0.01
