1	20223991
1	20217298
1	20224791
1	20211382
1	20190298
1	20227886
1	20225180
1	20217334
1	20212724
1	20211157
1	20224270
1	20190299
1	20204431
1	20227523
1	20211200
1	20201965
1	20228415
1	20228414
1	20216568
1	20212015
1	20211414
1	20210547
1	20210580
1	20223746
1	20218764
1	20196270
1	20226380
1	20211313
1	20217651
1	20192662
1	20217692
1	20217102
1	20199630
1	20203446
1	20210244
1	20219822
1	20218904
1	20217728
1	20200302
1	20209948
1	20200295
1	20219246
1	20210485
1	20217478
1	20217478
1	20211558
1	20225433
1	20216120
1	20210511
1	20216492
1	20219524
1	20218392
1	20218391
1	20210028
1	20202792
1	20217220
1	20210303
1	20210683
1	20206547
1	20223583
1	20200703
1	20217121
1	20197107
1	20212672
1	20210663
1	20218798
1	20205144
1	20217174
1	20192194
1	20191243
1	20210541
1	20214848
1	20218348
1	20205041
1	20215810
1	20200474
1	20209106
1	20218767
1	20223795
1	20218052
1	20223786
1	20211735
1	20225194
1	20210883
1	20191962
1	20218580
1	20223612
1	20217500
1	20224184
1	20219946
1	20217950
1	20219096
1	20219245
1	20200524
1	20202120
1	20210882
1	20212787
1	20196264
1	20216303
1	20204117
1	20211392
1	20219466
1	20223742
1	20224335
1	20209627
1	20205871
1	20211549
1	20211102
1	20210129
1	20218018
1	20211238
1	20209685
1	20202180
1	20217508
1	20190601
1	20197121
1	20205284
1	2022A421
1	20219626
1	20204432
1	20205980
1	20209962
1	20200200
1	20209537
1	20201841
1	20223454
1	20209803
1	20227092
1	20182591
1	20178401
1	20209013
1	20194424
1	2022A840
1	20202703
1	20218302
1	20209869
1	20210666
1	20202368
1	20192697
1	20202961
1	20223097
1	20184722
1	20223097
1	2022A441
1	20215301
1	2022A762
1	20201788
1	20208523
1	20215002
1	20210404
1	20202537
1	20209351
1	20208261
1	20200483
1	20193450
1	20200883
2	20224098
2	20224476
2	20212446
2	20211872
2	20226185
2	20217123
2	20224607
2	20204664
2	20218228
2	20224574
2	20224035
2	20226256
2	20225180
2	20225491
2	20225750
2	20211622
2	20212705
2	20191590
2	20218671
2	20224612
2	20197961
2	20225190
2	20224694
2	20225181
2	20212392
2	20211931
2	20225002
2	20225205
2	20224118
2	20225609
2	20224239
2	20225539
2	20223326
2	20224677
2	20217769
2	20226956
2	20224304
2	20210031
2	20223271
2	20224468
2	20224757
2	20225529
2	20211768
2	20217328
2	20201747
2	20219130
2	20218863
2	20216568
2	20224585
2	20225685
2	20194461
2	20194501
2	20226178
2	20226712
2	20226178
2	20211480
2	20214963
2	20217497
2	20209947
2	20209564
2	20211529
2	20218885
2	20225115
2	20225779
2	20211211
2	20211796
2	20219583
2	20218207
2	20202786
2	20181613
2	20217218
2	20223303
2	20216843
2	20209144
2	20217675
2	20191282
2	20211484
2	20210752
2	20213022
2	20211105
2	20219435
2	20200472
2	20211104
2	20212175
2	20224210
2	20218814
2	20218458
2	20211391
2	20218276
2	20223733
2	20216022
2	20217677
2	20211089
2	20223415
2	20219472
2	20210576
2	20217578
2	20205736
2	20227475
2	20223447
2	20142405
2	20202462
2	20210086
2	20225316
2	20225275
2	20219399
2	20211265
2	20217788
2	20216372
2	20219074
2	20190815
2	20209468
2	20224764
2	20219207
2	20223404
2	20211724
2	20223098
2	20216593
2	20210593
2	20218949
2	20226692
2	20200302
2	20210951
2	20224872
2	20212823
2	20198663
2	20219246
2	20211282
2	20209295
2	20223593
2	20210142
2	20208005
2	20210039
2	20225897
2	20223785
2	20210289
2	20215683
2	20210948
2	20223982
2	20216120
2	20223804
2	20223737
2	20225961
2	20226625
2	20217479
2	20215041
2	20210138
2	20210383
2	20224609
2	20212261
2	20190969
2	20202792
2	20212076
2	20217155
2	20216894
2	20202584
2	20214867
2	20210869
2	20211521
2	20214783
2	20217507
2	20200703
2	20211901
2	20192696
2	20210243
2	20224678
2	20204269
2	20212104
2	20224197
2	20224675
2	20218462
2	20219333
2	20216768
2	20190323
2	20226894
2	20218006
2	20217739
2	20223999
2	20212856
2	20205144
2	20211987
2	20227474
2	20218986
2	20201464
2	20208616
2	20218647
2	20219529
2	20217174
2	20217946
2	20226121
2	20219630
2	20211325
2	20226710
2	20210676
2	20226646
2	20224864
2	20223361
2	20223407
2	20218432
2	20217344
2	20216069
2	20210541
2	20224098
2	20211405
2	20218194
2	20217005
2	20223793
2	20226711
2	20203908
2	20209949
2	20218478
2	20217167
2	20210956
2	20214763
2	20223409
2	20224096
2	20211476
2	20212983
2	20216646
2	20223742
2	20210793
2	20211760
2	20218607
2	20211158
2	20212145
2	20218960
2	20216756
2	20219739
2	20223350
2	20223942
2	20217103
2	20219076
2	20218326
2	20214725
2	20208400
2	20218115
2	20183772
2	20216432
2	20218789
2	20202185
2	20219351
2	20223349
2	20224578
2	20210610
2	20218347
2	20226980
2	20224676
2	20212143
2	20218858
2	20210875
2	20211878
2	20219349
2	20223913
2	20225422
2	20214762
2	20224911
2	20211223
2	20211026
2	20211267
2	20224374
2	20223952
2	20218454
2	20223726
2	20211159
2	20212910
2	20210288
2	20212117
2	20217624
2	20200451
2	20219231
2	20225405
2	20225312
2	20225436
2	20211428
2	20210689
2	20211502
2	20223108
2	20224547
2	20204144
2	20216673
2	20219845
2	20212726
2	20211742
2	20200492
2	20217199
2	20227736
2	20218660
2	20209206
2	20186649
2	20217805
2	20209926
2	20219466
2	20196862
2	20205986
2	20218780
2	20190683
2	20218415
2	20210135
2	20210587
2	20209627
2	20205871
2	20210614
2	20218834
2	20218420
2	20217330
2	20211405
2	20218579
2	20209182
2	20218463
2	20218258
2	20210490
2	20216638
2	20223386
2	20216477
2	20210930
2	20224337
2	20216921
2	20217151
2	20218014
2	20223972
2	20210962
2	20201799
2	20219400
2	20219111
2	20202129
2	20225972
2	20212909
2	20218707
2	2022A901
2	20228039
2	20210161
2	20219057
2	20217491
2	20209548
2	20218209
2	20219589
2	20200475
2	20218246
2	20225288
2	20204148
2	20200473
2	20212304
2	20218057
2	20203675
2	20223833
2	20205321
2	20202042
2	20200471
2	20201226
2	20203165
2	20217508
2	20190601
2	20216701
2	20216848
2	20205284
2	20216301
2	20218048
2	20209787
2	2022A578
2	20208083
2	20223581
2	20205258
2	20197853
2	20217154
2	20201402
2	20204113
2	20217504
2	20204008
2	20211309
2	20204681
2	20200303
2	20206683
2	20207447
2	20207256
2	20200200
2	20218799
2	20216204
2	20206994
2	20205201
2	20212835
2	20205305
2	20212215
2	20201284
2	20207923
2	20214721
2	20202002
2	20208508
2	20227315
2	20200731
2	20223408
2	20218045
2	20223830
2	20224434
2	20217900
2	20209131
2	20204628
2	20209704
2	20218104
2	20200372
2	20202607
2	20218756
2	20210304
2	20209013
2	20203124
